,clean_sentence,clean_token,ref_type,original_ref_type
487,coffee bean grind burst nutty smoky aroma,aroma coffee nutty smoky  ,Olfactive,Quality
74,faint whiff gasoline come recently park care,gasoline whiff  ,Olfactive,Quality
350,smoke chimney mix cold morning air,smoke  ,Olfactive,Quality
87,hot asphalt carry smell summer heat city life,asphalt smell  ,Olfactive,Quality
458,bathroom cleaner sharp lemon bleach odor,bleach lemon odor sharp  ,Olfactive,Quality
78,aromatic clove give cider festive spicy fragrance,clove fragrance spicy  ,Olfactive,Quality
513,old trunk open dust mildew smell,mildew dust smell  ,Olfactive,Quality
375,lavender field hum bee breeze floral scent,floral lavender scent  ,Olfactive,Quality
90,eucalyptus leave give sauna soothing herbal fragrance,eucalyptus fragrance  ,Olfactive,Quality
430,motel room faint odor bleach cigarette smoke,bleach cigarette odor smoke  ,Olfactive,Quality
6,crisp clean scent pine tree refresh lung,clean crisp pine scent  ,Olfactive,Quality
251,scent tobacco pipe fill library warmth,tobacco scent  ,Olfactive,Quality
408,fridge emit faint onion fish smell,fish onion smell  ,Olfactive,Quality
76,sweet milky scent coconut oil linger skin,coconut scent sweet  ,Olfactive,Quality
249,apple cider mull spice sweet scent,apple scent spice sweet  ,Olfactive,Quality
526,freshly peeled orange spray citrus zest,orange citrus zest  ,Olfactive,Quality
482,pet cage smell sawdust animal waste,animal sawdust smell waste  ,Olfactive,Quality
102,pillow carry lingering trace perfume partner,perfume  ,Olfactive,Quality
427,sunwarmed backpack emit scent plastic sunblock,plastic scent sunblock  ,Olfactive,Quality
55,breeze carry sharp mineral scent mountain,scent sharp  ,Olfactive,Quality
512,fish tank filter emit faint algae odor,algae odor  ,Olfactive,Quality
411,cotton candy twirl stick sugary scent drift,scent sugary  ,Olfactive,Quality
368,grandmother quilt smell lavender cedar chest,cedar lavender quilt smell  ,Olfactive,Quality
245,hot chocolate steam rich cocoa fragrance,cocoa fragrance  ,Olfactive,Quality
205,subway car filled odor damp coat,coat damp odor  ,Olfactive,Quality
2,jasmine sweet intoxicate fragrance drift moonlit garden,fragrance jasmine sweet  ,Olfactive,Quality
341,toothpaste minty foam smell clean,clean minty smell  ,Olfactive,Quality
356,mint leaf tea cup release crisp scent,crisp mint scent  ,Olfactive,Quality
10,diesel fume cling busy street unwelcome guest,  ,Olfactive,Quality
354,old letter drawer smell age ink,ink letter smell  ,Olfactive,Quality
118,steamed bun smell slightly sweet yeasty comforting,smell sweet yeasty  ,Olfactive,Quality
500,newspaper ink smudge finger leave chemical odor,chemical ink odor  ,Olfactive,Quality
361,egg salad sandwich emit sulfur smell,sulfur smell  ,Olfactive,Quality
276,burn plastic emit toxic chemical odor,chemical odor plastic  ,Olfactive,Quality
533,kitchen counter smell vinegar baking soda,baking soda smell vinegar  ,Olfactive,Quality
480,dryer sheet soften clothe leave fresh scent,clothe fresh scent  ,Olfactive,Quality
279,gas station smell fuel rubber asphalt,asphalt fuel rubber smell  ,Olfactive,Quality
73,sweet strawberry peak ripeness release juicy sugary fragrance,fragrance sweet  ,Olfactive,Quality
399,dog wet fur smell linger carpet,dog fur smell  ,Olfactive,Quality
275,bar soap blend oatmeal lavender scent,lavender oatmeal scent  ,Olfactive,Quality
150,fresh cilantro emit pungent citrusy scent,pungent scent  ,Olfactive,Quality
357,refrigerator open smell garlic leftover,garlic smell  ,Olfactive,Quality
416,baby blanket soft scent milk powder,milk powder scent  ,Olfactive,Quality
228,burn marshmallow give sugary charred smell,charred smell sugary  ,Olfactive,Quality
248,sunlight grass release fresh earthy smell,earthy fresh grass smell,Olfactive,Quality
80,humid air carry swamp,  ,Olfactive,Quality
133,zoo air heavy animal scent straw,scent  ,Olfactive,Quality
302,apple peel cinnamon stew fill kitchen warm fragrance,apple cinnamon fragrance warm  ,Olfactive,Quality
229,nail polish remover emit sharp acetone odor,acetone odor sharp  ,Olfactive,Quality
30,burn sugar leave bitter smell small kitchen,bitter smell  ,Olfactive,Quality
433,rotten egg smash sidewalk sulfurous stench,egg rotten stench  ,Olfactive,Quality
508,scent shampoo trail air shower,shampoo scent  ,Olfactive,Quality
211,tomato basil soup emit rich hearty fragrance,basil fragrance tomato  ,Olfactive,Quality
9,sea breeze carry salty briny note seaweed,briny salty sea  ,Olfactive,Quality
528,baby lotion rub skin sweet powdery scent,powdery lotion sweet scent  ,Olfactive,Quality
178,scent fresh cut flowers bouquet kitchen,flowers fresh scent  ,Olfactive,Quality
105,decay autumn leave smell forest floor,decay smell  ,Olfactive,Quality
440,grilled pineapple sweet smoky tangy aroma,aroma pineapple smoky sweet tangy  ,Olfactive,Quality
141,sharp smell acetone fill nail salon,acetone sharp smell  ,Olfactive,Quality
149,burning tire release acrid black smoke,acrid burning smoke  ,Olfactive,Quality
291,popcorn stand carnival waft butter salt scent,butter popcorn salt scent  ,Olfactive,Quality
404,cut lemon squirt air tart citrus scent,citrus lemon scent tart  ,Olfactive,Quality
77,barn smelled hay leather warm scent animal,hay leather scent  ,Olfactive,Quality
535,old suitcase lined velvet hold scent travel mildew,mildew scent velvet  ,Olfactive,Quality
70,earthy bitter smell coffee bean linger,bitter coffee earthy smell  ,Olfactive,Quality
484,public pool smell chlorine rubber float,chlorine rubber smell  ,Olfactive,Quality
347,fresh plum burst juice sweet fruity smell,fruity plum smell sweet  ,Olfactive,Quality
538,fresh snow fall pine forest clean cold scent,clean cold pine scent  ,Olfactive,Quality
223,newspaper smell ink fresh print,ink smell  ,Olfactive,Quality
389,orange blossom tree fill garden floral scent,blossom floral orange scent  ,Olfactive,Quality
79,clean linen smell faintly lavender sunlight wash,clean lavender smell  ,Olfactive,Quality
456,fridge smell leftover curry onion,curry onion smell  ,Olfactive,Quality
230,kitchen sink drain smell sour detergent,detergent smell sour  ,Olfactive,Quality
168,hotel lobby scented artificial jasmine oil,jasmine oil scented  ,Olfactive,Quality
68,harsh acrid smell smoke signal distant fire,smell smoke  ,Olfactive,Quality
212,puddle gasoline shimmer release tangy chemical smell,chemical gasoline smell tangy  ,Olfactive,Quality
63,market stall,  ,Olfactive,Quality
193,roast beef kitchen fill meaty rich aroma,aroma beef  ,Olfactive,Quality
369,fruit stand full melon peach tang,melon peach tang  ,Olfactive,Quality
83,sharp peppery aroma arugula fill garden spring,aroma sharp  ,Olfactive,Quality
472,aroma hot soup swirl steam bowl,aroma soup  ,Olfactive,Quality
33,dry line carry fresh sunlit air,fresh  ,Olfactive,Quality
85,wet dog smell fill car beach trip,smell  ,Olfactive,Quality
91,salty smell pretzel waft bustling street fair,salty smell  ,Olfactive,Quality
0,aroma fresh baked bread linger warmly air,aroma bread fresh  ,Olfactive,Quality
11,acrid scent burn toast linger unpleasantly air,scent  ,Olfactive,Quality
262,puppy breath soft yeasty sweet,yeasty sweet  ,Olfactive,Quality
22,freshly cut grass bring bright lively smell summer,grass smell  ,Olfactive,Quality
355,public bus faint odor food perfume people,food odor perfume  ,Olfactive,Quality
185,locker room heavy scent sweat disinfectant,scent sweat  ,Olfactive,Quality
306,fridge smell forgotten broccoli cheese,mold smell  ,Olfactive,Quality
174,rubber boot drying sun smell scorched,rubber smell  ,Olfactive,Quality
154,rosewater perfume evoke memory grandmother,perfume rosewater  ,Olfactive,Quality
238,faint trace perfume linger sweater collar,perfume  ,Olfactive,Quality
18,morning dew carry faint scent bloom rose,rose scent  ,Olfactive,Quality
197,pillowcase smell shampoo hint lavender,lavender shampoo smell  ,Olfactive,Quality
473,rose bloom morning dew release sweet scent,rose scent sweet  ,Olfactive,Quality
15,damp wool carry musty odor trek,musty odor  ,Olfactive,Quality
441,motor oil stain garage give greasy metallic smell,greasy metallic oil smell  ,Olfactive,Quality
39,steamed rice release neutral soft smell simple comfort,smell  ,Olfactive,Quality
