,clean_sentence,clean_token,ref_type,original_ref_type
294,niieke mentions colleague informed prostitute several clients desired odor new shoes room accustomed obtain desired perfume holding shoes moment flame spirit lamp,desired new shoes odor perfume,Olfactive,Quality
25,princes street besides full cesspool choked drain washhouse pool stagnant sewage inmates place complain sickness headache woman employed wash clothes premises effect stench suddenly seized vomiting purging forced leave work,pool stagnant sewage stench,Olfactive,Quality
252,schellong states papuans kaiser wilhelms land rub various fragrant plants bodies purpose,fragrant plants,Olfactive,Quality
250,distressing nuisance families resident quarter every occasion wind blows direction houses marshes tanks compelled shut windows prevent intrusion noxious exhalation,noxious exhalation,Olfactive,Quality
129,opoponax,opoponax,Olfactive,Quality
578,lobster new pleasant scent part tail joins body tail opened fall smart like spring stale rank scent tail limber flagging,pleasant rank lobster scent scent,Olfactive,Quality
172,also vrines passe place oppressed putrid vlcers yet purulent matter mingled become stinking,vrines stinking,Olfactive,Quality
3,also whose veynes vessels full grosse humors corrupt juyces venemous matter thicke therefore unapt breath pores putrefaction increased inward heat driven malignitie thence onward pestilent qualitie,,Olfactive,Quality
38,conclude opinion patent manure may made properly closed vessels without nuisance manufacturers article whose premises offensive neighbouring inhabitants compelled erect proper machinery conducting operation mixing manner fetid gases exhaled therefrom carried high shaft still found nuisance burned passing coke fire escaping air,gases patent manure therefrom fetid,Olfactive,Quality
393,small white butterfly belonging one male according kirby redolent thyme exotic fraternity scent described dr,white butterfly thyme redolent scent,Olfactive,Quality
255,perfume perfumes interesting present point view certainly musk,interesting musk perfume perfumes,Olfactive,Quality
26,gentlemen variocs complaints made inhabitants part rotherhithe called jamaica level owners property district intolerable nuisance occasioned casting mud millstream near houses,intolerable nuisance,Olfactive,Quality
507,toilet perfume somewhat resembling mixture lavender water eau de cologne rounded one following bodies cassia oil cinnamon oil cinnamic aldehyde clove oil pimento oil bay oil eugenol lemongrass oil,resembling mixture lavender water eau de cologne toilet perfume,Olfactive,Quality
28,although weather cold time examinations accumulation solid sewage settlings quarter century exhaled faint sickening smell,faint sickening accumulation solid sewage smell,Olfactive,Quality
420,remarkable however though piece beef mutton plunged quicksilver kept degree heat yield air bulk inflammable contracts no putrid smell least day two mouse treated manner yields proper putrid effluvium indeed smell sufficiently indicates,putrid effluvium putrid piece beef mutton mouse smell smell,Olfactive,Quality
461,manner making snuff grains different bigness,snuff,Olfactive,Quality
273,odor muskduck chiefly confined breeding season musky odor negress said heightened sexual excitement,musky muskduck negress odor odor,Olfactive,Quality
501,kind pastils lighted manner candle,pastils,Olfactive,Quality
113,arrack,arrack,Olfactive,Quality
512,odour probably result glucosidal decomposition constituents present plants resulting formation little coumarin,odour,Olfactive,Quality
121,chuse meet mixed dirt sticks bits cane rubbish reduce value aromatic smells better fine tears like east india gums,like east india gums smells,Olfactive,Quality
45,tasted water butt no strongly impregnated flavour drainage,water butt flavour drainage impregnated,Olfactive,Quality
558,burn incense no breath might smell,incense smell,Olfactive,Quality
84,concrete gummy substance strong faetid smell resembling onions rather shallots small drops tears packt forms massy lump,onions shallots strong faetid smell,Olfactive,Quality
499,scented tables pastils,tables pastils scented,Olfactive,Quality
71,sticks horrible memory fumous steamy stench parboiled cabbage filled restaurantcar train belfast—yes,fumous steamy parboiled cabbage stench,Olfactive,Quality
114,intend sale must full proof clean no bad smell,bad smell,Olfactive,Quality
403,seizing one butterflies either sex pushes fourth fifth segment abdomen two hemispherical protuberances producing disagreeable odour male second pair fifth sixth segments abdomen different musklike odour produced black spot beneath front wings,musklike disagreeable two hemispherical protuberances black spot beneath front wings odour odour,Olfactive,Quality
491,snuff scented spanish manner take lump doublerefined sugar rub mortar twenty grains musk add little little pound snuff grind whole ten grains civet rubbing afterwards well hands,snuff scented,Olfactive,Quality
224,must add another class balsamicks turpentine smell give smell like dead nettle red lamium turpentine flavor another smell perceived also,like dead nettle another class balsamicks another turpentine red lamium smell smell smell,Olfactive,Quality
354,speculations naturally arisen immediate origin composition volatile matter causes stench blood easily impregnated volatile stuff readily concluded comes blood,volatile matter blood stench impregnated,Olfactive,Quality
321,case pulmonary gangiene compared first example fetid bronchitis breath horrible made sick vomiting using tlie stethoscope,fetid bronchitis,Olfactive,Quality
146,putrified aire cannot passe speedily mans heart diuers creatures instrument smelling couered pellicle filme lifted vp smell ayre fume pellicle grosser man creatures therefore requireth hotter stronger fume mooue,ayre fume putrified aire smelling smell,Olfactive,Quality
277,perfumes containing musk piesse states wellknown book art perfumery sell best,musk perfumes,Olfactive,Quality
365,oil distilled europe anise fruit china staranise fruit,staranise fruit,Olfactive,Quality
263,seen chinese poet vaunts musky odor mistress armpits another oriental saying concerning attractive woman navel filled musk,musky mistress armpits odor,Olfactive,Quality
226,second class may bitterish subacrid mucilaginous narcoticks solanum lethale bacciferum stramonium cynoglossum besides pungency solanum lignosum bitterness roots cynogloss boyl smell like spirit hartshorn,like spirit hartshorn roots cynogloss smell,Olfactive,Quality
409,fluid aroma secreted near insertion “ fans,fluid aroma,Olfactive,Quality
34,strong acid smell also always pervades atmosphere neighbourhood factories mixing going,atmosphere strong acid smell,Olfactive,Quality
