,clean_sentence,clean_token,ref_type,original_ref_type
403,seizing one butterflies either sex pushes fourth fifth segment abdomen two hemispherical protuberances producing disagreeable odour male second pair fifth sixth segments abdomen different musklike odour produced black spot beneath front wings,musklike disagreeable two hemispherical protuberances black spot beneath front wings odour odour,Olfactive,Quality
598,haue nine ten seuerall colours diuers big roses flowers saue damaske rose pleasant sight smell last not past three foure yeeres vnremoued,pleasant smell,Olfactive,Quality
138,organ smell irritated perfume lacrymal sack empties nostrils explained increase tears poured eyes,perfume,Olfactive,Quality
294,niieke mentions colleague informed prostitute several clients desired odor new shoes room accustomed obtain desired perfume holding shoes moment flame spirit lamp,desired new shoes odor perfume,Olfactive,Quality
520,readily seen nighttime favourable retention scent evaporation not take place rapidly course shown dogs especially useful time,scent,Olfactive,Quality
37,men making manure open vessels smell street offensive remarks thereon uttered almost every passenger,offensive manure open vessels smell,Olfactive,Quality
543,closet stink like pothecaries shop drugs medicines administer sick neighbours spoil next quacks practice receipt book belongs family,like pothecaries shop drugs medicines closet stink,Olfactive,Quality
406,passing burnet kind like incarnation union night day males exotic glaucopidae two long retractable filaments generally beset hairs ventral side abdomen sometimes emitting strong odour,strong hairs odour,Olfactive,Quality
509,invariably based coumarin modified lavender bergamot perfumes according exact note perfumer wishes give product,lavender bergamot perfumes,Olfactive,Quality
586,indol methyl indol skatol commonly formed native proteins peptones absence carbohydrates many organisms,indol methyl indol skatol,Olfactive,Quality
487,coffee bean grind burst nutty smoky aroma,aroma coffee nutty smoky  ,Olfactive,Quality
74,faint whiff gasoline come recently park care,gasoline whiff  ,Olfactive,Quality
350,smoke chimney mix cold morning air,smoke  ,Olfactive,Quality
87,hot asphalt carry smell summer heat city life,asphalt smell  ,Olfactive,Quality
458,bathroom cleaner sharp lemon bleach odor,bleach lemon odor sharp  ,Olfactive,Quality
78,aromatic clove give cider festive spicy fragrance,clove fragrance spicy  ,Olfactive,Quality
513,old trunk open dust mildew smell,mildew dust smell  ,Olfactive,Quality
375,lavender field hum bee breeze floral scent,floral lavender scent  ,Olfactive,Quality
90,eucalyptus leave give sauna soothing herbal fragrance,eucalyptus fragrance  ,Olfactive,Quality
430,motel room faint odor bleach cigarette smoke,bleach cigarette odor smoke  ,Olfactive,Quality
6,crisp clean scent pine tree refresh lung,clean crisp pine scent  ,Olfactive,Quality
251,scent tobacco pipe fill library warmth,tobacco scent  ,Olfactive,Quality
408,fridge emit faint onion fish smell,fish onion smell  ,Olfactive,Quality
76,sweet milky scent coconut oil linger skin,coconut scent sweet  ,Olfactive,Quality
249,apple cider mull spice sweet scent,apple scent spice sweet  ,Olfactive,Quality
526,freshly peeled orange spray citrus zest,orange citrus zest  ,Olfactive,Quality
482,pet cage smell sawdust animal waste,animal sawdust smell waste  ,Olfactive,Quality
102,pillow carry lingering trace perfume partner,perfume  ,Olfactive,Quality
427,sunwarmed backpack emit scent plastic sunblock,plastic scent sunblock  ,Olfactive,Quality
55,breeze carry sharp mineral scent mountain,scent sharp  ,Olfactive,Quality
512,fish tank filter emit faint algae odor,algae odor  ,Olfactive,Quality
411,cotton candy twirl stick sugary scent drift,scent sugary  ,Olfactive,Quality
368,grandmother quilt smell lavender cedar chest,cedar lavender quilt smell  ,Olfactive,Quality
245,hot chocolate steam rich cocoa fragrance,cocoa fragrance  ,Olfactive,Quality
205,subway car filled odor damp coat,coat damp odor  ,Olfactive,Quality
2,jasmine sweet intoxicate fragrance drift moonlit garden,fragrance jasmine sweet  ,Olfactive,Quality
341,toothpaste minty foam smell clean,clean minty smell  ,Olfactive,Quality
356,mint leaf tea cup release crisp scent,crisp mint scent  ,Olfactive,Quality
10,diesel fume cling busy street unwelcome guest,  ,Olfactive,Quality
354,old letter drawer smell age ink,ink letter smell  ,Olfactive,Quality
118,steamed bun smell slightly sweet yeasty comforting,smell sweet yeasty  ,Olfactive,Quality
500,newspaper ink smudge finger leave chemical odor,chemical ink odor  ,Olfactive,Quality
361,egg salad sandwich emit sulfur smell,sulfur smell  ,Olfactive,Quality
276,burn plastic emit toxic chemical odor,chemical odor plastic  ,Olfactive,Quality
533,kitchen counter smell vinegar baking soda,baking soda smell vinegar  ,Olfactive,Quality
480,dryer sheet soften clothe leave fresh scent,clothe fresh scent  ,Olfactive,Quality
279,gas station smell fuel rubber asphalt,asphalt fuel rubber smell  ,Olfactive,Quality
73,sweet strawberry peak ripeness release juicy sugary fragrance,fragrance sweet  ,Olfactive,Quality
399,dog wet fur smell linger carpet,dog fur smell  ,Olfactive,Quality
275,bar soap blend oatmeal lavender scent,lavender oatmeal scent  ,Olfactive,Quality
