,clean_sentence,clean_token,ref_type,original_ref_type
496,p e r f u e,p e r f u e,Olfactive,Quality
142,absent hearing small white spaniel belonged one chief gardeners got accident garden happened range near place lay dog following scent came directly taking mouth ran straight master wagging tail set gently ground,scent,Olfactive,Quality
128,rosinous gum mostly brought turkey sometimes east indies small round drops tears pale yellowish colour rarely transparent general hardly pellucid species frankincense aromatic smell rather disagreeable acrid astringent taste chewed milky colour,species frankincense aromatic smell,Olfactive,Quality
395,many moths likewise raised scales wingsurface not aware source scent attraction,raised scales wingsurface scent,Olfactive,Quality
513,leaf odours versus floral odours compare leaf odours flower odours find considerable difference,floral leaf leaf flower odours odours odours odours,Olfactive,Quality
249,year following became convinced bad enough influence easterly winds march april may sickening almost intolerable warm months wind quarter,bad enough sickening almost intolerable,Olfactive,Quality
173,long retention vrine bladder may make stinke,stinke,Olfactive,Quality
158,many sweet smelling simples saith montanus may cause stinking vrine,sweet stinking vrine smelling,Olfactive,Quality
578,lobster new pleasant scent part tail joins body tail opened fall smart like spring stale rank scent tail limber flagging,pleasant rank lobster scent scent,Olfactive,Quality
226,second class may bitterish subacrid mucilaginous narcoticks solanum lethale bacciferum stramonium cynoglossum besides pungency solanum lignosum bitterness roots cynogloss boyl smell like spirit hartshorn,like spirit hartshorn roots cynogloss smell,Olfactive,Quality
22,course time ditch become full stagnant sewage stenches arising therefrom summer caused annoyance dwellers berkeleystreet chesterterrace,stagnant sewage stenches,Olfactive,Quality
197,effects aromaticks body warm stomach discuss wind constitute class sweet aromaticks fenniltastes accounted carminatives because rarefie flatuous exhalations chyle primae viae discuss,exhalations chyle flatuous,Olfactive,Quality
524,exudations feet required combined shoeleather brown paper stop transmission scent ”,scent,Olfactive,Quality
367,colourless pale yellow greenishyellow vv hen recent becoming reddish age odour taste herb,odour,Olfactive,Quality
466,manner use perfuming snuff,snuff perfuming,Olfactive,Quality
458,take much buds roses pluck green knots room put many cloves throw glassbottle well stopt expose bottle hot sun three weeks month may use perfume snuff cleansed give sweet smell,snuff sweet buds roses perfume smell,Olfactive,Quality
372,pale blue greenishblue gradually becoming yellowish brown peculiar aromatic taste odour flowers,odour,Olfactive,Quality
