,Unnamed: 0,filename,sentence_id,text,labels,contains_ref,spellchecked_text,normalized_text
1917,1917,031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt,210.0,Lawes,O,False,laws,law
1571,1571,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,69.0,"There is the same frequency of haemorrhage , violent cough , and other important symptoms , occun-ing in paroxysms , lasting for a week or two , but sometimes for several weeks , with the same tendency to recur for weeks or years .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"There is the same frequency of haemorrhage , violent cough , and other important symptoms , occupying in paroxysms , lasting for a week or two , but sometimes for several weeks , with the same tendency to recur for weeks or years .",frequency haemorrhage violent cough important symptom occupy paroxysm last week week tendency recur week year
2360,2360,058E John Charles Sawer 1894 Odorographia__1331_distribution_PER.txt,23.0,The oil is pale green .,O O O O O O,False,The oil is pale green .,oil pale green
2339,2339,057E Charles Lillie 1822 The British Perfumer__716_distribution_PER.txt,4.0,"This sort is frequently sold to the perfumers by pretended sailors , at so low a price as two or three shillings per ounce ; whereas , one ounce of true China musk , at sixteen shillings , is by far the cheapest , for this quantity of the true musk is as much as may be supposed to enter into the composition of a whole pound of the other .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"This sort is frequently sold to the perfumes by pretended sailors , at so low a price as two or three shillings per ounce ; whereas , one ounce of true China musk , at sixteen shillings , is by far the cheapest , for this quantity of the true musk is as much as may be supposed to enter into the composition of a whole pound of the other .",sort frequently sell perfume pretended sailor low price shilling ounce ounce true musk shilling far cheap quantity true musk suppose enter composition pound
330,330,003E Stephen Bradwell 1636 PHYSICK FOR THE SICKNESSE Commonly called the PLAGUE.txt_distribution.txt,169.0,Only beware of Sacietie or Glutting : For the same Hippocrates in his 17th .,O O O O O O O O O O O O O O O,False,Only beware of societies or gutting : For the same Hippocrates in his with .,beware society gutte hippocrate
247,247,,,rich creamy scent melt chocolate rise fondue pot,,True,,rich creamy scent melt chocolate rise fondue pot
793,1293,,,notable anthropologist unveil theory challenge assumption form generation research,,False,,notable anthropologist unveil theory challenge assumption form generation research
1063,1563,,,indigenous storyteller share fable enlighten child tribal history value,,False,,indigenous storyteller share fable enlighten child tribal history value
601,1101,,,government body enforce regulation preserve wildlife conservation zone worldwide,,False,,government body enforce regulation preserve wildlife conservation zone worldwide
661,1161,,,cultural anthropologist interview nomad document practice overlook historical scholarship,,False,,cultural anthropologist interview nomad document practice overlook historical scholarship
