,clean_sentence,clean_token,ref_type,original_ref_type
306,odour sufficient proof independently distillations sputa temperature ° fahr may add ordinary pulmonary vapour collected kept quickly becomes fetid even condensed vapours windows rooms crowded people smells offensively although highest temperature cannot exceed °,offensively ordinary pulmonary vapour condensed vapours odour fetid smells,Olfactive,Quality
391,oil distilled britain flowers lavandula vera,flowers lavandula vera,Olfactive,Quality
35,june one oclock pm unpleasant smell vapour linseed oil extended considerable distance round arches occupied messrs,vapour unpleasant linseed oil smell,Olfactive,Quality
550,foule stinke infull soules godly father obserues therefore christ last iudgement shall shake irreuocable depart not able endure smell no not long shall bee iudging,foule infull soules stinke smell,Olfactive,Quality
343,however caused excess fibrin probably predisposing exciting cause fetor,fetor,Olfactive,Quality
569,inconvenience wine becomes heady elder flowers added clary remedy also betters fragancy thereof ’ tis manifest eldervinegar flowers apt make wine ropy,elder flowers fragancy,Olfactive,Quality
325,suspect however cases examples pyogenic cavities dilated bronchi not gangrene probable pyogenic membranes give forth purulent stuff bronchial mucous membrane cases fetid bronchitis,bronchitis fetid,Olfactive,Quality
545,stinking town,stinking,Olfactive,Quality
75,even france france enlightened sensitive refined primitive odours pervade country army knows well,primitive odours,Olfactive,Quality
410,fritz muller prosecuting entomological research virgin forests brazil stated brought consider sexual organs diffusion odours various pencils tufts manes hair chalky silky velvety spots peculiar scales well recurved margin pouches enclosing pale buff white distinguish wings many brilliant exotic male butterflies,various pencils tufts manes hair odours,Olfactive,Quality
531,however difference odours difference not perceptible senses only practical point requiring notice diluted odour bitter almonds would probably pronounced many persons indicate presence prussic acid especially existed suspicion violent death,prussic acid diluted bitter almonds odours odour,Olfactive,Quality
80,naturally air cold country clearer obnoxious vapours tropical subtropical climes spite first whiff tibetan monastery like eskimo hut grips throat say like air brewing vat,like eskimo hut vapours first air cold country tibetan monastery obnoxious whiff,Olfactive,Quality
124,concrete gummy rosinous juice various colours sizes produce persia fine aromatic smell bitter aromatic taste best brought home ten years past solid lumps size nutmeg pigeon egg palish yellow colour broke appeared inside whitish mealy substance though breaks deep orangecolour firmer texture shining much preferable,fine aromatic smell,Olfactive,Quality
130,concrete gummy rosinous juice produce persia best brought home way east indies reddish orangecoloured drops tears broke inside appears pale yellow intermixed white specks fragrant smell something like sellery roots pleasant bitter acrid taste,something like sellery roots fragrant smell,Olfactive,Quality
262,laycock nervous diseases women stated opinion musk smellsource odor smellword certainly sexual quality odor smellword man fere states musk odor among natural perfumes nearly approaching odor sexual secretions,sexual secretions natural musk odor perfumes odor,Olfactive,Quality
252,schellong states papuans kaiser wilhelms land rub various fragrant plants bodies purpose,fragrant plants,Olfactive,Quality
332,since laennec first mooted opinion ozenaodour certain forms bronchorrhoea bronchitis attributed several observers putrescence bronchial excretions,ozenaodour,Olfactive,Quality
413,likewise females show either side anal organs shining spot odoriferous volatile acid,volatile acid odoriferous,Olfactive,Quality
223,inwardly fetids volatile parts pierce channels nerves mend crudity nervous juyce faetor excite different motion hysterick fits convulsions remove cause tumultuous motion spirits correcting acidities stagnation succus nervosus disposed glandulous liquors,fetids faetor,Olfactive,Quality
201,middle state vegetable oyl observable turpentine plants hypericon smell taste evince pure turpentine taste bitterish astringent smell terebinthinate acid fixes much earthy parts produces astringency whereby oyl loosned,terebinthinate turpentine plants hypericon smell smell,Olfactive,Quality
446,russian rather dutch musk pots generally moist exhales disagreeable predominant ammoniacal smell whenever pots opened,disagreeable predominant ammoniacal russian rather dutch musk smell,Olfactive,Quality
114,intend sale must full proof clean no bad smell,bad smell,Olfactive,Quality
0,enormous tropical forests little known man gathers treasures orchid greenhouses great island conservatories like java ceylon borneo rich spices lovely plant life australian bush traces plant life another world often delicate odour even fragments see greenhouses,java ceylon,Olfactive,Quality
186,mezereon laureola faint lilysmell oyl not much conducing corrosiveness depends volatile salt alone made volatile addition oyl,faint mezereon laureola lilysmell,Olfactive,Quality
116,cardamon seeds,cardamon seeds,Olfactive,Quality
266,special significance musk present point view lies not only fact perfume widely scattered throughout nature often agreeable form time frequent personal odor man,frequent personal musk perfume odor,Olfactive,Quality
21,pipe also conveying solid liquid matter drain flooring houses leaky lower part houses especially no often covered liquid sewage smells abominably,abominably liquid sewage smells,Olfactive,Quality
435,resolve part always pay great regard dictates common sense not depart without absolute necessity therefore apt think really something rose lily vulgar called smell continues exist not smelled shall proceed inquire come notion relation quality virtue smell hath sensation obliged call name want another,rose lily smell smelled smell,Olfactive,Quality
522,strange say strong odour not interfere bitch ’ scent ran quickly,strong bitch ’ odour scent,Olfactive,Quality
74,avoidance only possible country odours fine etherealised rare,etherealised rare,Olfactive,Quality
390,colourless pale greenishyellow characteristic odour fruit warm aromatic taste,odour,Olfactive,Quality
396,lastly organs perfume said exist subfamily swallow tails along anal margin hind wings males recurved,organs perfume,Olfactive,Quality
424,short time water contracts extremely fetid offensive smell seems indicate putrid effluvium pervades water affects neighbouring air since often no increase air seems substance carried water fast generated offensive smell sufficient proof not fixed air,water air fetid offensive putrid offensive smell effluvium smell,Olfactive,Quality
511,several different types clover course also add fragrance hayfield odour,hayfield odour fragrance,Olfactive,Quality
579,one difficulties associated burning refuse servants say cannot dispose thus because makes bad smell,bad refuse smell,Olfactive,Quality
179,second class volatile salts rank tastes smells like garlick onyons whose smells rank fetid tastes pungent hot,like garlick onyons whose rank fetid second class volatile salts smells smells,Olfactive,Quality
271,lizards musky odor heightened sexual season crocodiles pairing season emit submaxillary glands musky odor pervades haunts,musky musky lizards crocodiles odor odor,Olfactive,Quality
22,course time ditch become full stagnant sewage stenches arising therefrom summer caused annoyance dwellers berkeleystreet chesterterrace,stagnant sewage stenches,Olfactive,Quality
468,another manner perfuming snuff flowers,snuff flowers perfuming,Olfactive,Quality
487,reason choice perfumes often adulterated counterfeited shall endeavour discover cheat lest deceived thereby suffer loss,perfumes,Olfactive,Quality
305,smell ozaena fact similar observed examples fetid fibroid vomicai,ozaena smell,Olfactive,Quality
503,pleasant perfume take drachm musk four cloves four ounces lavenderseed drachm half civet half drachm ambergris heat pestle mortar rub musk cloves lavenderseeds together lump loaf sugar wineglass full angelic rosewater,pleasant musk four cloves four ounces lavenderseed drachm half civet half drachm ambergris musk cloves lavenderseeds lump loaf sugar wineglass full angelic rosewater perfume,Olfactive,Quality
102,brought europe little hard ponderous pieces chips burnt reduced powder bitterish aromatic taste fragrant smell little use small quantity true would fetch high price ton would overdo market,fragrant smell,Olfactive,Quality
326,dr euiotson remarks incidentally phthisis expectoration sometimes smells like evokedodorant fasces evokedodorant,expectoration smells,Olfactive,Quality
207,fetor highest degree also volatile salt admixt proved excrements animals putrefied flesh rine blood putrefied vegetables yield volatile salt,highest degree excrements animals putrefied flesh rine blood putrefied vegetables fetor,Olfactive,Quality
392,pale yellow nearly colourless fragrant odour flowers hot bitter aromatic taste,fragrant odour,Olfactive,Quality
200,effect produced saline pungent oyl altering acids glands brain correcting attenuating lympha succus nervosus glandulous humors prone stagnation acidity aromaticks exciting motion correcting acidities thereby rendring succus nervosus volatile deserve name cephalicks not improbable volatile parts dispose medicine circulate towards brain windy liquors disturb head no part,saline oyl cephalicks pungent aromaticks,Olfactive,Quality
318,reported friend dr low king lynn together clinical remarks breath sputa noted odour quality rather quality faecal quality quality gangrenous quality quality sputa became like scent apple hawthorn blossom,apple hawthorn blossom quality rather quality faecal quality quality gangrenous quality quality breath sputa sputa odour scent,Olfactive,Quality
138,organ smell irritated perfume lacrymal sack empties nostrils explained increase tears poured eyes,perfume,Olfactive,Quality
297,furnace e shewn section intended consuming foul gases sewers heating oven drying clay peat mixing wet manure,gases foul sewers,Olfactive,Quality
250,distressing nuisance families resident quarter every occasion wind blows direction houses marshes tanks compelled shut windows prevent intrusion noxious exhalation,noxious exhalation,Olfactive,Quality
279,fact connected evergrowing refinement accordance specific odors sexual regions human beings tend lose primitive attractiveness bodily odors generally become mingled artificial perfumes disguised,specific bodily artificial sexual regions human beings odors odors perfumes,Olfactive,Quality
430,generally agreeable aromatic odour warmed considered grateful perfume,agreeable aromatic grateful odour perfume,Olfactive,Quality
46,hot weather heap exhaled smell offensive inmates neighbouring houses,offensive heap smell,Olfactive,Quality
4,hippocrates epidem saith cranon citie thessalie arose putrid vlcers pustuls carbuncles hot moyst constitution ayre,vlcers pustuls putrid,Olfactive,Quality
431,muriatic acid,muriatic acid,Olfactive,Quality
467,get wooden box big occasion line within dry paper lay bed snuff inch thick bed flowers along till no let lay flowers twenty four hours searce snuff take flowers renew time continue four five days think snuff perfum enough flowers keep close boxes dry place meddle flowers within because not heat,snuff flowers perfum,Olfactive,Quality
50,putrid smell thames water noted several public papers among others weekly reports registrargeneral undoubtedly remarked many gentlemen present must again mention large population hanoverstreet no water supply except tidal rcell unless content stinking thames water must beg steal theyconsume,putrid stinking thames water thames water smell,Olfactive,Quality
331,bacterides may however cause kinds wliich gangrenous cavity no contact external air no fetor inasmuch abundantly present blood carbuncular gangrene sometimes affects lungs,gangrenous cavity fetor,Olfactive,Quality
600,iuly flowers wall walliulyflowers wallflowers beeflowers winteriulyflowers because growing walles euen winter good bees grow euen stone walls seeme dead summer yet reuiue winter,iuly flowers wall walliulyflowers wallflowers beeflowers winteriulyflowers,Olfactive,Quality
226,second class may bitterish subacrid mucilaginous narcoticks solanum lethale bacciferum stramonium cynoglossum besides pungency solanum lignosum bitterness roots cynogloss boyl smell like spirit hartshorn,like spirit hartshorn roots cynogloss smell,Olfactive,Quality
164,cause well said sauonarola treatise vrines signes also obserued annoying putrified members purpose well orderly examine trie finde skill concerning vrines,vrines,Olfactive,Quality
41,overpowering stench perceived tunnelsquare morning wednesday june,overpowering stench,Olfactive,Quality
261,moreover smell negress said musky character among europeans musky odor said characteristic blondes,musky musky negress blondes smell odor,Olfactive,Quality
366,oil spearmint,oil spearmint,Olfactive,Quality
89,cassia muniar,cassia muniar,Olfactive,Quality
52,only stench perceived july strong odour sugar scum issuing arches,strong sugar scum stench odour,Olfactive,Quality
397,evinced tuft hair disagreeable odour,disagreeable tuft hair odour,Olfactive,Quality
244,however much beauty surrounding natural scenery may delight fancy green verdure please eye insupportable odour ever present atmosphere inevitably destroys dissipates enjoyment,atmosphere insupportable odour,Olfactive,Quality
147,secondly instrument smelling placed deeper head creatures,smelling,Olfactive,Quality
139,one may observe young infants suck early periods life sensation affects organ smell much powerfully repeated habits smelling inured odours common strength adult years stronger smells though time agreeable us volatile spirits continue produce increased secretion tears,common strength stronger time agreeable sensation smell smelling odours smells,Olfactive,Quality
580,however mistress insist upon burnt small quantities time produced put fire latter low gets dull covered cinders little damp coaldust burn away without causing bad smell,bad smell,Olfactive,Quality
562,euen smell conduit conveyed vnto vs dilated fountaine gods mercie doe apprehend varieties flowers sootes sweetes moued philosopher terme sence harbinger spring,smell,Olfactive,Quality
285,interesting novel — dealing adventures jewish maiden persian court xerxes — title esther found way old testament told customary royal harem shushan submit women prolonged course perfuming admitted king six time months time smellsource oil smellsource smellsource myrrh smellsource six time months time smellsource sweet smellsourcequality odors smellsourcesmellword,women perfuming,Olfactive,Quality
500,form scented pastils roll bits paste shape cone may stand upright set dry,pastils scented,Olfactive,Quality
404,tailed hair streaks sexual spot may seen disc front wings female green sort said odorous singular instance scent secretion supplanting fixed wing colour,disc front wings female secretion odorous scent,Olfactive,Quality
458,take much buds roses pluck green knots room put many cloves throw glassbottle well stopt expose bottle hot sun three weeks month may use perfume snuff cleansed give sweet smell,snuff sweet buds roses perfume smell,Olfactive,Quality
541,regard odour dr,odour,Olfactive,Quality
33,worst kinds effluvia generated action sulpuric acid upon raw bones blood pieces skin soot sugarscum suchlike ingredients,worst kinds action sulpuric acid upon raw bones blood pieces skin soot sugarscum suchlike ingredients effluvia,Olfactive,Quality
293,conclusion supported fact many odor new shoes sometimes desired adjuvant coitus,new shoes odor,Olfactive,Quality
557,proceeds not bag bat heart produaf not offinking cattle perfumed manners ihich not offered bloody hands ptre understanding not killed may deflroyed isaac sacrificed may live,manners perfumed,Olfactive,Quality
584,come immediately poison taken may produced merely smelling,smelling,Olfactive,Quality
214,divers bitters fetid stinking horehound eldersmells scrophularia bitterfetid stinking gums bitter well acrid fetid,fetid bitterfetid stinking acrid fetid stinking horehound scrophularia gums eldersmells,Olfactive,Quality
594,may however state enpassant subjects nose persistently even casually suggests offensive smell certain room house nursing might think gasjet not turned leaking gas soilpipes old forgotten cesspool leaking drain mention suspicions doctor responsible head house,offensive smell,Olfactive,Quality
380,oil distilled britain coriander fruit,coriander fruit,Olfactive,Quality
348,roundly asserted due simply want cleanliness stench fetid bronchitis attributed gangrene theory certainly not sound,fetid bronchitis stench,Olfactive,Quality
23,stench great several inmates houses applied personally get abated,great stench,Olfactive,Quality
382,croton oil,croton oil,Olfactive,Quality
486,adulteration musk civet ambergriese,musk civet ambergriese,Olfactive,Quality
384,oil dill,oil dill,Olfactive,Quality
205,oyl salt plants great proportion plant emit violent steams offending organ smelling chiefly forcibly repelling spirits towards brain creates aversion fetid smell perceived,violent steams offending,Olfactive,Quality
112,pale yellowish wood pleasant smell bitterish aromatic taste leaves agreeable kind pungency generally brought large thick logs care taken quite sound solid,pleasant smell,Olfactive,Quality
317,first case could only liken delicate scent decaying apple case oliver,delicate decaying apple scent,Olfactive,Quality
408,thus male death shead moth point squeaking fingers abdomen inflates sessile pencil yellow hair starts fold dorsal ventral arcs base plate v fig expanding stellate form swift whirling motion like trundled mop fig immediately arises oily volatile effluvia resembling scent jessamines soon becoming nauseous,jessamines oily volatile nauseous effluvia scent,Olfactive,Quality
267,musk odor not only animals given name many others specifically sexual odor chiefly emitted sexual season,sexual musk odor odor,Olfactive,Quality
270,sphinx moth musky odor confined male doubtless sexual,musky sexual sphinx moth odor,Olfactive,Quality
20,factories full activity month december july stores stinking ingredients used manufacturers give permanent smell parts street mixing goes action sulphuric acid upon animal vegetable matter gives stench occasioned headache nausea vomiting cough inmates houses adjacent factories,stinking permanent ingredients smell stench,Olfactive,Quality
323,writers speak dreadful smeii true pulmonary gangrene none ever describe faecal except louis,dreadful faecal smeii,Olfactive,Quality
295,arabian nights many allusions use perfumes women less definitely stated aphrodisiacal intent,perfumes,Olfactive,Quality
516,leaf odours hand latent negative rarely detected except leaves touched pressed bruised,latent negative leaf odours,Olfactive,Quality
134,internal membrane nostrils may kept always moist better perception odours two canals conduct tears done office moistening cleaning ball eye sack called lacrymal sack duct opens nostrils aperture duct formed exquisite sensibility stimulated odorous particles dryness coldness air sack contracts pours contained moisture organ smell,particles odours odorous smell,Olfactive,Quality
480,expresse good quantity iuice thereof set fire giue onely walme two grow cleere cooled pour away cleerest filter peece cotton euaporate filtred iuyce till come thicke substance thus shal haue excellent extracte rose gilloflower c perfect sent taste flower whereas common waie make extracte eyther spirit wine faire water water plant kind menstruum,perfect extracte rose gilloflower flower sent,Olfactive,Quality
