,clean_sentence,clean_token,ref_type,original_ref_type
164,cause well said sauonarola treatise vrines signes also obserued annoying putrified members purpose well orderly examine trie finde skill concerning vrines,vrines,Olfactive,Quality
258,musk odors however often considerable strength widely distributed nature alike among animals plants,considerable strength musk odors,Olfactive,Quality
197,effects aromaticks body warm stomach discuss wind constitute class sweet aromaticks fenniltastes accounted carminatives because rarefie flatuous exhalations chyle primae viae discuss,exhalations chyle flatuous,Olfactive,Quality
547,wicked vngodly sinner lying stinking pleasures truely swine wallowing filthy puddle filthy aswine gluttonous swine delighting dirt swine not smelling stinke sin swine doth stinke dirt wallowes,pleasures sin dirt stinking smelling stinke stinke,Olfactive,Quality
53,complaints often made smell mud millstream millpond bridge surrey mills,mud millstream smell,Olfactive,Quality
551,vngodly swine respects swine choaked smell roses chew not meate vnrofitable seruices voluptuous carnall men world heare see good godly thing doth choake neuer ruminate consider law god good no worke piety religion hauing no soule swine haue,roses smell,Olfactive,Quality
75,even france france enlightened sensitive refined primitive odours pervade country army knows well,primitive odours,Olfactive,Quality
331,bacterides may however cause kinds wliich gangrenous cavity no contact external air no fetor inasmuch abundantly present blood carbuncular gangrene sometimes affects lungs,gangrenous cavity fetor,Olfactive,Quality
68,dealing fact primitive protective impulse ensure evilsmelling things shall not swallowed means adopted nature prevent ingestion accidentally occurred reverse prompt,things evilsmelling,Olfactive,Quality
411,papilionidae instance front wings males sometimes oval chalky spot side opposite dark brownish spot upper side hind wings spots emitting strong disagreeable odour,strong disagreeable oval chalky spot dark brownish spot odour,Olfactive,Quality
198,oyl may distilled plants taste smell vertue plants whence conclude taste smell proceed oyl volatile salt associated,plants oyl oyl volatile salt smell smell,Olfactive,Quality
345,remarks refer chiefly cases pulmonary fetor changes structure observed,pulmonary fetor,Olfactive,Quality
383,brownishyellow dark reddishbrown fluorescent viscid consistence increased age faint peculiar somewhat rancid disagreeable odour oily acrid taste,faint peculiar somewhat rancid disagreeable odour,Olfactive,Quality
483,cheat discerned easie dissolving water different colour scent,different cheat scent,Olfactive,Quality
214,divers bitters fetid stinking horehound eldersmells scrophularia bitterfetid stinking gums bitter well acrid fetid,fetid bitterfetid stinking acrid fetid stinking horehound scrophularia gums eldersmells,Olfactive,Quality
131,rhubarb,rhubarb,Olfactive,Quality
117,produced coast malabar best contained threesquare pod husk rather larger large pea little judgment required chusing provided fresh sound well filled husks palish colour grateful smell resembling camphor,resembling camphor grateful smell,Olfactive,Quality
353,urine sometimes becomes fetid like manner,urine fetid,Olfactive,Quality
106,small root issue several small fibres resembling bunch brush inch long light weight darkish brown colour aromatic rather disagreeable smell careful free dust earth,aromatic rather disagreeable smell,Olfactive,Quality
147,secondly instrument smelling placed deeper head creatures,smelling,Olfactive,Quality
390,colourless pale greenishyellow characteristic odour fruit warm aromatic taste,odour,Olfactive,Quality
174,carminative medicines must laid upon whole inward region fomentation made leaves rue motherwort penniroyall flowers melilot camomile unguent de althea oyl camomile dill rue loosen ¦ eth passages opening pores expelling winde pessaries may p • • made civet musk amber must affront nose stinking odours steame brimstone smoke ascending old shoes burn partridge feathers sagapenum galbanum fetida like cast fire because matrix doth abhor retreat flie things whereas sweet things doe allure,stinking steame brimstone smoke ascending old shoes burn partridge feathers sagapenum galbanum fetida odours,Olfactive,Quality
403,seizing one butterflies either sex pushes fourth fifth segment abdomen two hemispherical protuberances producing disagreeable odour male second pair fifth sixth segments abdomen different musklike odour produced black spot beneath front wings,musklike disagreeable two hemispherical protuberances black spot beneath front wings odour odour,Olfactive,Quality
297,furnace e shewn section intended consuming foul gases sewers heating oven drying clay peat mixing wet manure,gases foul sewers,Olfactive,Quality
201,middle state vegetable oyl observable turpentine plants hypericon smell taste evince pure turpentine taste bitterish astringent smell terebinthinate acid fixes much earthy parts produces astringency whereby oyl loosned,terebinthinate turpentine plants hypericon smell smell,Olfactive,Quality
123,myrrh,myrrh,Olfactive,Quality
554,persumes arabia hide choak stink,persumes stink,Olfactive,Quality
420,remarkable however though piece beef mutton plunged quicksilver kept degree heat yield air bulk inflammable contracts no putrid smell least day two mouse treated manner yields proper putrid effluvium indeed smell sufficiently indicates,putrid effluvium putrid piece beef mutton mouse smell smell,Olfactive,Quality
