,clean_sentence,clean_token,ref_type,original_ref_type
389,oil distilled britain fullgrown unripe green fruit juniperus communis,fullgrown unripe green fruit juniperus communis,Olfactive,Quality
577,prawns shrimps hard stiff pleasant scent tails turned strongly inward new limber colour faded faint smell feel slimy stale,pleasant faint prawns shrimps scent smell,Olfactive,Quality
433,viii quality virtue bodies call smell,bodies smell,Olfactive,Quality
107,storax calamita storax tears,storax calamita storax tears,Olfactive,Quality
365,oil distilled europe anise fruit china staranise fruit,staranise fruit,Olfactive,Quality
130,concrete gummy rosinous juice produce persia best brought home way east indies reddish orangecoloured drops tears broke inside appears pale yellow intermixed white specks fragrant smell something like sellery roots pleasant bitter acrid taste,something like sellery roots fragrant smell,Olfactive,Quality
454,comminuted herb soaked water exposed sun whereby acquires offensive odour liquid distilled distillate saturated common salt flocks thereby separated collected filter dissolved ether ether slowly evaporated,offensive comminuted herb odour,Olfactive,Quality
591,organisms likewise may interfere preservation food changing consistency flavor odor even producing definite poisonous decomposition products termed ptomaines,odor,Olfactive,Quality
508,foincoupe — popular type perfume supposed reproduce odour newmown hay,foincoupe newmown hay perfume odour,Olfactive,Quality
381,pale yellow colourless odour fruit mild aromatic taste,odour,Olfactive,Quality
470,snuff perfum buds roses,snuff buds roses perfum,Olfactive,Quality
100,sagapenum procured india fetch good price measure resembles assafaetida less tears smells like garlick instead onions assasaetida,measure resembles assafaetida like garlick smells,Olfactive,Quality
334,ozaena ulceration nasal cartilages rodent fibroid ulcers offensive discharge odour not like smell decomposing pus ordinary ulcers,not like smell decomposing pus ordinary ulcers odour,Olfactive,Quality
124,concrete gummy rosinous juice various colours sizes produce persia fine aromatic smell bitter aromatic taste best brought home ten years past solid lumps size nutmeg pigeon egg palish yellow colour broke appeared inside whitish mealy substance though breaks deep orangecolour firmer texture shining much preferable,fine aromatic smell,Olfactive,Quality
54,irishmen honour tasting light omelette scientific literature noticed sure not included sister isle olfactory paradise,paradise olfactory,Olfactive,Quality
88,true surprising odoriferous fragrant smell pungent agreeable bitter astringent taste turbid thickish consistence yellowish colour little come many years stranger must cautious buys every species turpentine mix,odoriferous fragrant smell,Olfactive,Quality
391,oil distilled britain flowers lavandula vera,flowers lavandula vera,Olfactive,Quality
249,year following became convinced bad enough influence easterly winds march april may sickening almost intolerable warm months wind quarter,bad enough sickening almost intolerable,Olfactive,Quality
42,therefore made business visit works repeatedly spend hours promises must premise stating no means yet discovered carrying process gasmaking without offensive odours,offensive odours,Olfactive,Quality
578,lobster new pleasant scent part tail joins body tail opened fall smart like spring stale rank scent tail limber flagging,pleasant rank lobster scent scent,Olfactive,Quality
94,juneus odoratus sweet cane,juneus odoratus sweet cane,Olfactive,Quality
13,consider kings mills stream nuisance worst kind many complaints made thought advisable bring notice vestry,worst kind kings mills stream nuisance,Olfactive,Quality
114,intend sale must full proof clean no bad smell,bad smell,Olfactive,Quality
480,expresse good quantity iuice thereof set fire giue onely walme two grow cleere cooled pour away cleerest filter peece cotton euaporate filtred iuyce till come thicke substance thus shal haue excellent extracte rose gilloflower c perfect sent taste flower whereas common waie make extracte eyther spirit wine faire water water plant kind menstruum,perfect extracte rose gilloflower flower sent,Olfactive,Quality
254,man would wear scent back neck dance order attract attention particular girl believed act magical certainty manner charm reports cambridge anthropological expedition torres straits vol v pp,scent,Olfactive,Quality
598,haue nine ten seuerall colours diuers big roses flowers saue damaske rose pleasant sight smell last not past three foure yeeres vnremoued,pleasant smell,Olfactive,Quality
297,furnace e shewn section intended consuming foul gases sewers heating oven drying clay peat mixing wet manure,gases foul sewers,Olfactive,Quality
416,odour accompanies electrolyzation water observes only disengaged positive electrode,odour,Olfactive,Quality
