,clean_sentence,clean_token,ref_type,original_ref_type
361,acrid stench cigarette smoke cling old curtain,acrid stench cigarette smoke,Olfactive,Quality
73,barn smell hay leather warm scent animal,barn smell hay leather swarm scent,Olfactive,Quality
374,faint metallic tang fresh ink fill print press room,faint metallic fresh ink printing press,Olfactive,Quality
155,bitter scent espresso fill bustling coffee shop,bitter scent espresso coffee,Olfactive,Quality
104,warm bread roll carry comforting scent home cook meal,warm roll comfort scent home cook,Olfactive,Quality
394,warm sugary smell sugar coat donut perfectly,warm sugary smell cinnamon sugar donut,Olfactive,Quality
377,sharp clean scent vinegar cut fishy air,sharp scent vinegar fishy,Olfactive,Quality
124,strong zesty citrus aroma rise cut grapefruit,strong zesty aroma cut,Olfactive,Quality
68,fresh paint sharp chemical tang closed room,fresh paint sharp tang closed,Olfactive,Quality
450,warm spicy aroma clove enhance mulled wine,warm spicy aroma clove mulled,Olfactive,Quality
9,sea breeze carry salty briny note seaweed,sea salty briny,Olfactive,Quality
194,clean sharp scent eucalyptus fill steam room,clean scent eucalyptus steam,Olfactive,Quality
406,sweet tropical scent coconut milk enrich creamy soup,sweet tropical scent coconut milk creamy,Olfactive,Quality
84,overwhelming stench spoiled milk fill kitchen,overwhelming stench spoiled milk,Olfactive,Quality
371,sweet tropical aroma pineapple perfume market stall,sweet tropical aroma pineapple perfume market,Olfactive,Quality
388,rich roasted aroma peanut waft carnival stand,rich roasted aroma peanut carnival,Olfactive,Quality
495,sweet creamy smell whip cream top holiday hot chocolate,sweet creamy smell whip cream hot chocolate,Olfactive,Quality
30,golden sweetness perfume jar lid open,honey sweetness perfume,Olfactive,Quality
316,faintly sweet floral lavender scent linger laundry room,faintly sweet floral laundry,Olfactive,Quality
408,sharp herbal aroma sage infuse roasting turkey,sharp herbal aroma sage roasting,Olfactive,Quality
490,fresh crisp aroma cucumber infuse spa water pitcher,fresh crisp aroma cucumber spa water pitcher,Olfactive,Quality
491,smoky hearty smell beef stew rise slow cooker,smoky hearty smell beef stew cooker,Olfactive,Quality
280,faintly sweet smell honey linger glove,faintly smell honey,Olfactive,Quality
356,faint metallic tang accompany scent cold steel tool,faint metallic scent steel,Olfactive,Quality
76,air carry earthy decay vegetation scent,hair earthy decay vegetation,Olfactive,Quality
461,sweet fruity aroma melon fill summer farmer market,sweet fruity aroma melon farmer,Olfactive,Quality
497,sharp zesty scent lemon rind perfume baking tray,sharp zesty scent lemon rind perfume baking tray,Olfactive,Quality
211,faint citrus smell rise freshly clean countertops,faint citrusy smell,Olfactive,Quality
101,faint sweet scent peach drift orchard,faint scent peach,Olfactive,Quality
334,faintly metallic smell rise newly sharpen kitchen knife,faintly metallic smell kitchen,Olfactive,Quality
475,smoky aromatic smell hickory wood rise barbecue pity,smoky aromatic smell hickory wood barbecue pit,Olfactive,Quality
336,sharp tart scent cranberry add brightness sauce,sharp scent cranberry,Olfactive,Quality
440,spicy warm aroma nutmeg enhance holiday spiced cider,spicy swarm aroma nutmeg enhance spiced,Olfactive,Quality
173,sharp scent vinegar fill air pickling workshop,sharp scent vinegar hair,Olfactive,Quality
2,sweet intoxicate fragrance drift moonlit garden,fragrance garden,Olfactive,Quality
333,spicy peppery scent crush black pepper season meal,spicy peppery scent black pepper seasoned,Olfactive,Quality
409,earthy damp scent moss cling forest boulder,earthy scent forest,Olfactive,Quality
70,faint whiff gasoline come recently park care,faint whiff gasoline parked,Olfactive,Quality
209,sweet powdery smell baby lotion remind childhood,sweet powdery smell baby lotion,Olfactive,Quality
63,morning frost carry crisp clean smell impend winter,morning frost crisp smell,Olfactive,Quality
384,earthy smoky aroma campfire smoke cling clothe,earthy smoky aroma campfire smoke,Olfactive,Quality
93,forest floor smell damp rich alive rain,forest floor smelled damp rich alive,Olfactive,Quality
485,sharp clean scent freshly sharpen pencil fill classroom,sharp clean scent freshly sharpen pencil classroom,Olfactive,Quality
185,faint vanilla bean aroma infuse custard sweetness,faint vanilla bean aroma custard,Olfactive,Quality
33,cloying smell cheap cologne linger crowded elevator,cloying smell cheap cologne,Olfactive,Quality
77,ripe tomato stand smell earthy fresh tangy,ripe tomato stand smelled earthy fresh,Olfactive,Quality
0,aroma fresh baked bread linger warmly air,aroma bread air,Olfactive,Quality
11,acrid scent burn toast linger unpleasantly air,acrid scent burn,Olfactive,Quality
415,spicy zesty aroma coriander add depth marinade,spicy zesty aroma coriander,Olfactive,Quality
22,scent freshly sharpen pencil fill quiet classroom,freshly sharpen pencil,Olfactive,Quality
