,Unnamed: 0,filename,sentence_id,text,labels,contains_ref,spellchecked_text,normalized_text
247,247,,,rich creamy scent melt chocolate rise fondue pot,,True,,rich creamy scent melt chocolate rise fondue pot
793,1293,,,notable anthropologist unveil theory challenge assumption form generation research,,False,,notable anthropologist unveil theory challenge assumption form generation research
1063,1563,,,indigenous storyteller share fable enlighten child tribal history value,,False,,indigenous storyteller share fable enlighten child tribal history value
601,1101,,,government body enforce regulation preserve wildlife conservation zone worldwide,,False,,government body enforce regulation preserve wildlife conservation zone worldwide
661,1161,,,cultural anthropologist interview nomad document practice overlook historical scholarship,,False,,cultural anthropologist interview nomad document practice overlook historical scholarship
382,382,,,fresh zesty aroma tangerine brighten snowy winter day,,True,,fresh zesty aroma tangerine brighten snowy winter day
697,1197,,,water treatment facility modernize system guarantee cleanliness city population,,False,,water treatment facility modernize system guarantee cleanliness city population
277,777,,,sustainable fishery advocate regulate quota ensure long term oceanic population stability,,False,,sustainable fishery advocate regulate quota ensure long term oceanic population stability
143,643,,,fleet conduct exercise coordinate maneuver maritime border dispute,,False,,fleet conduct exercise coordinate maneuver maritime border dispute
275,275,,,faint citrus scent accompany lather soap bar,,True,,faint citrus scent accompany lather soap bar
751,1251,,,improve comedian inspire laughter shaping sketch audience member suggestion,,False,,improve comedian inspire laughter shaping sketch audience member suggestion
188,188,,,faint salty ocean breeze carry hint seaweed,,True,,faint salty ocean breeze carry hint seaweed
866,1366,,,beekeeper union defend pollinator promote strategy agricultural ecosystem management,,False,,beekeeper union defend pollinator promote strategy agricultural ecosystem management
466,966,,,architect design sustainable home optimize energy usage climate fluctuation,,False,,architect design sustainable home optimize energy usage climate fluctuation
332,332,,,smoky savory smell barbecued rib hang backyard air,,True,,smoky savory smell barbecued rib hang backyard air
227,727,,,entomologist record insect migration identify specie adapt shift global climate,,False,,entomologist record insect migration identify specie adapt shift global climate
110,610,,,student earn scholarship celebrate achievement joyous school ceremony,,False,,student earn scholarship celebrate achievement joyous school ceremony
580,1080,,,climb parapet overtake fortress abandon century long political upheaval,,False,,climb parapet overtake fortress abandon century long political upheaval
1204,1704,,,poetry club host slams invigorate creativity emerge speak word enthusiast,,False,,poetry club host slams invigorate creativity emerge speak word enthusiast
414,414,,,faint salty sea breeze carry aroma wet sand,,True,,faint salty sea breeze carry aroma wet sand
135,135,,,sour smell ferment grape fill winery cellar,,True,,sour smell ferment grape fill winery cellar
1311,1811,,,conservationist rescue turtle move away contaminated coastal breeding ground,,False,,conservationist rescue turtle move away contaminated coastal breeding ground
