,clean_sentence,clean_token,ref_type,original_ref_type
92,soft unctuous substance generally dusky white brown color suppose find pod bag grow low belly civet cat perfume strong disagreeable smell substance perfumer know render grateful small quantity,strong disagreeable grateful perfume smell,Olfactive,Quality
190,nauseous bitter depend composition mucilage bitter bryony root squill berry spin cervin foxglove mucilage stomach relax fire cause bitter stick long act strongly vomiting purge taste polygamy send,bryony root squill berry spin cervin foxglove nauseous bitter,Olfactive,Quality
309,correctly remark fetor fetid bronchitis,bronchitis fetor fetid,Olfactive,Quality
405,color rule bear burnish talismanic impress sunlight form attain feathery etherealness day flier antennae organ fairly heavy moth like moth like expansile scent pencil hair garnish hind tibia leg male,pencil hair scent,Olfactive,Quality
334,ulceration nasal cartilage rodent fibroid ulcer offensive discharge odor smell decompose pus ordinary ulcer,smell decompose pus ordinary ulcer odor,Olfactive,Quality
413,likewise female anal organ shine spot odoriferous volatile acid,volatile acid odoriferous,Olfactive,Quality
97,generally bring home short knotty piece inch half long size turmeric pale red color bitter taste aromatic smell,aromatic smell,Olfactive,Quality
130,concrete gummy resinous juice produce persia good bring home way east indie reddish orange coloured drop tear break inside appear pale yellow intermix white speck fragrant smell seller root pleasant bitter acrid taste,seller root fragrant smell,Olfactive,Quality
193,bitter nauseous sweet gall overmuch sweet bitter impregnate papillae mouth stomach cause aversion stomach light offend eye make water,sweet gall nauseous,Olfactive,Quality
295,arabian night allusion use perfume woman definitely state aphrodisiacal intent,perfume,Olfactive,Quality
211,acrid plant fetid pouch abominable,fetid abominable acrid plant pouch,Olfactive,Quality
407,bristle scent pencil characteristic moth usually distinguish male commonly retain pouch presence little suspect prick needlepoint twilight sphinx especially quick nerve find present sex sharp fear touch grasp ilower hoverer reposing diurnal lethargy cause momentary expansion,pencil scent,Olfactive,Quality
169,purpose practise point wish write curiously concern point regard aromatically drug vine well taste european feed gross food,drug aromatically,Olfactive,Quality
509,invariably base coumarin modify lavender bergamot perfume accord exact note perfumer wish product,perfume,Olfactive,Quality
481,water smell eglantine gillyflower,water eglantine gillyflower smell,Olfactive,Quality
59,historical fact movement render pioneer country matter public health receive impulse owe continue existence simple accident english public grow intolerant obtrusive odor,obtrusive odor,Olfactive,Quality
282,consist wash leather steep otto enroll rise lavender verbena bergamot clove cinnamon subsequently smear civet musk,wash leather enroll rise verbena bergamot clove cinnamon otto,Olfactive,Quality
558,burn incense breath smell,incense smell,Olfactive,Quality
